name,file_path,start_line,complexity,method,oom
compressed,./third_party/cpython/Lib/ipaddress.py,395,Unknown,numeric,False
computeRollover,./third_party/cpython/Lib/logging/handlers.py,286,Unknown,numeric,False
compute_backslash_indent,./third_party/cpython/Lib/idlelib/pyparse.py,499,Unknown,numeric,False
compute_bracket_indent,./third_party/cpython/Lib/idlelib/pyparse.py,458,Unknown,numeric,False
compute_checksum,./third_party/cpython/Tools/clinic/libclinic/utils.py,32,Unknown,numeric,False
compute_chunk,./third_party/cpython/Tools/unicode/dawg.py,298,Unknown,numeric,False
compute_left_recursives,./third_party/cpython/Tools/peg_generator/pegen/parser_generator.py,347,Unknown,numeric,False
compute_new_offsets,./third_party/cpython/Tools/unicode/dawg.py,325,O(n log n),numeric,True
compute_nullables,./third_party/cpython/Tools/peg_generator/pegen/parser_generator.py,297,Unknown,numeric,False
compute_packed,./third_party/cpython/Tools/unicode/dawg.py,297,O(n^2),numeric,True
compute_powers,./third_party/cpython/Lib/_pylong.py,57,Unknown,numeric,False
condition,./third_party/cpython/Tools/clinic/libclinic/cpp.py,61,O(n),numeric,False
config_colors,./third_party/cpython/Lib/idlelib/colorizer.py,155,O(n),numeric,False
config_dict,./third_party/cpython/Lib/turtle.py,168,Unknown,numeric,False
configure,./third_party/cpython/Lib/logging/config.py,533,Unknown,numeric,False
configure,./third_party/cpython/Lib/tkinter/ttk.py,1064,Unknown,numeric,False
configure_build_python,./third_party/cpython/Android/android.py,125,Unknown,numeric,False
configure_build_python,./third_party/cpython/Tools/wasm/emscripten/__main__.py,136,Unknown,numeric,False
configure_build_python,./third_party/cpython/Tools/wasm/wasi/__main__.py,132,Unknown,numeric,False
configure_custom,./third_party/cpython/Lib/logging/config.py,480,Unknown,numeric,False
configure_emscripten_python,./third_party/cpython/Tools/wasm/emscripten/__main__.py,185,O(n),numeric,False
configure_formatter,./third_party/cpython/Lib/logging/config.py,688,O(n^2),numeric,True
configure_handler,./third_party/cpython/Lib/logging/config.py,768,Unknown,numeric,False
configure_host_python,./third_party/cpython/Android/android.py,157,Unknown,numeric,False
configure_logger,./third_party/cpython/PC/layout/support/logging.py,23,Unknown,numeric,False
configure_logger,./third_party/cpython/Tools/c-analyzer/c_common/logging.py,12,Unknown,numeric,False
configure_wasi_python,./third_party/cpython/Tools/wasm/wasi/__main__.py,201,Unknown,numeric,False
connect,./third_party/cpython/Lib/smtplib.py,313,Unknown,numeric,False
connect_ftp,./third_party/cpython/Lib/urllib/request.py,1578,Unknown,numeric,False
connect_pipe,./third_party/cpython/Lib/asyncio/windows_events.py,637,Unknown,numeric,False
connection_lost,./third_party/cpython/Lib/asyncio/sslproto.py,393,Unknown,numeric,False
consume_optional,./third_party/cpython/Lib/argparse.py,2119,Unknown,numeric,False
consume_positionals,./third_party/cpython/Lib/argparse.py,2223,Unknown,numeric,False
consumer,./third_party/cpython/Lib/_pylong.py,706,Unknown,numeric,False
content,./third_party/cpython/Lib/email/_header_value_parser.py,292,O(n),numeric,False
context_diff,./third_party/cpython/Lib/difflib.py,1181,O(n),numeric,False
conv,./third_party/cpython/Lib/annotationlib.py,389,O(log n),numeric,False
conv_tables,./third_party/cpython/Tools/scripts/long_conv_tables.py,22,Unknown,numeric,False
convert,./third_party/cpython/Lib/logging/config.py,452,Unknown,numeric,False
convert_class,./third_party/cpython/Lib/enum.py,1739,Unknown,numeric,False
convert_date,./third_party/cpython/Lib/sqlite3/dbapi2.py,68,Unknown,numeric,False
convert_error,./third_party/cpython/Tools/c-analyzer/c_parser/preprocessor/common.py,121,O(n log n),numeric,True
convert_timestamp,./third_party/cpython/Lib/sqlite3/dbapi2.py,72,O(n),numeric,False
convert_to_error,./third_party/cpython/Lib/multiprocessing/managers.py,99,Unknown,numeric,False
convert_value,./third_party/cpython/Lib/optparse.py,758,O(n),numeric,False
convertdir,./third_party/cpython/Tools/unicode/gencodec.py,372,O(n log n),numeric,False
converter_init,./third_party/cpython/Tools/clinic/libclinic/converters.py,74,Unknown,numeric,False
converter_init,./third_party/cpython/Tools/clinic/libclinic/converters.py,130,O(1),numeric,False
copy,./third_party/cpython/Lib/_py_warnings.py,57,O(n),numeric,False
copy,./third_party/cpython/Lib/hmac.py,154,O(n),numeric,False
copy,./third_party/cpython/Lib/copy.py,62,Unknown,numeric,False
copy,./third_party/cpython/Lib/weakref.py,141,O(n),numeric,False
copy,./third_party/cpython/Lib/weakref.py,337,O(n log n),numeric,True
copy,./third_party/cpython/Lib/os.py,742,O(n),numeric,False
copy,./third_party/cpython/Lib/subprocess.py,208,O(n),numeric,True
copy,./third_party/cpython/Lib/_pydecimal.py,3981,O(n),numeric,False
copy,./third_party/cpython/Lib/shutil.py,475,Unknown,numeric,False
copy,./third_party/cpython/Lib/http/cookies.py,315,Unknown,numeric,False
copy,./third_party/cpython/Tools/cases_generator/stack.py,352,O(n),numeric,True
copy,./third_party/cpython/Tools/cases_generator/stack.py,565,O(n),numeric,False
copy,./third_party/cpython/Tools/clinic/libclinic/function.py,173,Unknown,numeric,False
copy,./third_party/cpython/Tools/clinic/libclinic/function.py,216,Unknown,numeric,False
copy2,./third_party/cpython/Lib/shutil.py,493,Unknown,numeric,False
copy_files,./third_party/cpython/PC/layout/main.py,442,Unknown,numeric,False
copy_includes,./third_party/cpython/PCbuild/prepare_ssl.py,68,Unknown,numeric,False
copy_includes,./third_party/cpython/Tools/clinic/libclinic/parse_args.py,785,O(n),numeric,False
copy_into,./third_party/cpython/Lib/pathlib/types.py,362,Unknown,numeric,False
copy_list,./third_party/cpython/Tools/cases_generator/stack.py,562,O(n),numeric,False
copy_location,./third_party/cpython/Lib/ast.py,195,O(1),numeric,False
copy_strip,./third_party/cpython/Lib/idlelib/help.py,246,O(1),llm,False
copy_with,./third_party/cpython/Lib/_colorize.py,134,Unknown,numeric,False
copy_with,./third_party/cpython/Lib/typing.py,1687,O(n^2),numeric,True
copy_with,./third_party/cpython/Misc/mypy/_colorize.py,134,Unknown,numeric,False
copy_with_prompts_callback,./third_party/cpython/Lib/idlelib/pyshell.py,1007,O(n),numeric,True
copycleandir,./third_party/cpython/Mac/Extras.install.py,22,Unknown,numeric,False
copyfile,./third_party/cpython/Lib/shutil.py,283,Unknown,numeric,False
copyfileobj,./third_party/cpython/Lib/tarfile.py,236,Unknown,numeric,False
copytree,./third_party/cpython/Lib/shutil.py,611,Unknown,numeric,False
coroutine,./third_party/cpython/Lib/types.py,289,O(1),llm,False
count,./third_party/cpython/Lib/_collections_abc.py,1054,O(n),numeric,False
count,./third_party/cpython/Lib/multiprocessing/shared_memory.py,529,O(n),numeric,False
count_calls,./third_party/cpython/Lib/pstats.py,592,O(n),numeric,False
count_lines_with_wrapping,./third_party/cpython/Lib/idlelib/squeezer.py,28,O(n),numeric,False
count_positive,./third_party/cpython/Lib/statistics.py,242,Unknown,numeric,False
cram,./third_party/cpython/Lib/pydoc.py,270,O(log n),numeric,False
create,./third_party/cpython/Lib/multiprocessing/managers.py,377,Unknown,numeric,False
create_archive,./third_party/cpython/Lib/zipapp.py,76,Unknown,numeric,False
create_command_buttons,./third_party/cpython/Lib/idlelib/searchbase.py,179,O(n),numeric,False
create_connection,./third_party/cpython/Lib/asyncio/base_events.py,1055,Unknown,numeric,False
create_datagram_endpoint,./third_party/cpython/Lib/asyncio/base_events.py,1354,Unknown,numeric,False
create_decimal,./third_party/cpython/Lib/_pydecimal.py,4060,Unknown,numeric,False
create_dict,./third_party/cpython/Lib/_threading_local.py,42,Unknown,numeric,False
create_dict_rule,./third_party/cpython/Lib/tomllib/_parser.py,357,Unknown,numeric,False
create_extension_frame,./third_party/cpython/Lib/idlelib/configdialog.py,2021,O(log n),numeric,False
create_gnu_header,./third_party/cpython/Lib/tarfile.py,1047,Unknown,numeric,False
create_list_rule,./third_party/cpython/Lib/tomllib/_parser.py,377,Unknown,numeric,False
create_memoryview,./third_party/cpython/Lib/multiprocessing/heap.py,335,O(n),numeric,False
create_module,./third_party/cpython/Lib/importlib/_bootstrap_external.py,1468,Unknown,numeric,False
create_new,./third_party/cpython/Lib/idlelib/configdialog.py,914,Unknown,numeric,False
create_new_key_set,./third_party/cpython/Lib/idlelib/configdialog.py,1433,O(n),numeric,False
create_page_extensions,./third_party/cpython/Lib/idlelib/configdialog.py,1897,O(n^2),numeric,False
create_page_font,./third_party/cpython/Lib/idlelib/configdialog.py,289,O(n),numeric,False
create_page_highlight,./third_party/cpython/Lib/idlelib/configdialog.py,461,Unknown,numeric,False
create_page_windows,./third_party/cpython/Lib/idlelib/configdialog.py,1561,O(n),numeric,False
create_parser_namespace,./third_party/cpython/Tools/clinic/libclinic/parser.py,40,Unknown,numeric,False
create_pax_header,./third_party/cpython/Lib/tarfile.py,1061,Unknown,numeric,False
create_regex,./third_party/cpython/Tools/clinic/libclinic/utils.py,39,Unknown,numeric,False
create_server,./third_party/cpython/Lib/asyncio/base_events.py,1508,Unknown,numeric,False
create_stdlib_zip,./third_party/cpython/Tools/wasm/emscripten/web_example/wasm_assets.py,110,Unknown,numeric,False
create_template_dict,./third_party/cpython/Tools/clinic/libclinic/parse_args.py,885,Unknown,numeric,False
create_unix_server,./third_party/cpython/Lib/asyncio/unix_events.py,273,Unknown,numeric,False
create_ustar_header,./third_party/cpython/Lib/tarfile.py,1034,Unknown,numeric,False
create_widgets,./third_party/cpython/Lib/idlelib/help_about.py,60,O(n),numeric,False
create_widgets,./third_party/cpython/Lib/idlelib/config_key.py,80,O(n),numeric,False
createmenubar,./third_party/cpython/Lib/idlelib/editor.py,480,O(n log n),numeric,True
credit_given,./third_party/cpython/Tools/patchcheck/patchcheck.py,156,O(n),numeric,False
currency,./third_party/cpython/Lib/locale.py,255,O(1),numeric,False
current_line,./third_party/cpython/Tools/gdb/libpython.py,1185,O(log n),numeric,False
cwd,./third_party/cpython/Lib/ftplib.py,608,Unknown,numeric,False
data,./third_party/cpython/Lib/smtplib.py,554,Unknown,numeric,False
data_filter,./third_party/cpython/Lib/tarfile.py,841,O(n),numeric,False
data_open,./third_party/cpython/Lib/urllib/request.py,1616,O(n),numeric,False
debug,./third_party/cpython/Lib/idlelib/rpc.py,153,Unknown,numeric,False
debug_info,./third_party/cpython/Lib/multiprocessing/managers.py,341,O(n),numeric,True
debug_script,./third_party/cpython/Lib/doctest.py,2741,O(n),numeric,False
declaration,./third_party/cpython/Tools/clinic/libclinic/converter.py,367,Unknown,numeric,False
declare,./third_party/cpython/Tools/clinic/libclinic/return_converters.py,70,Unknown,numeric,False
declare_parser,./third_party/cpython/Tools/clinic/libclinic/parse_args.py,17,Unknown,numeric,False
declare_variables,./third_party/cpython/Tools/cases_generator/optimizer_generator.py,81,Unknown,numeric,False
declare_variables,./third_party/cpython/Tools/cases_generator/tier2_generator.py,47,Unknown,numeric,False
declare_variables,./third_party/cpython/Tools/cases_generator/tier1_generator.py,52,O(n^2),numeric,True
deco,./third_party/cpython/Lib/statistics.py,803,Unknown,numeric,False
decode,./third_party/cpython/Lib/os.py,789,Unknown,numeric,False
decode,./third_party/cpython/Lib/difflib.py,1291,O(n),numeric,False
decode,./third_party/cpython/Lib/quopri.py,112,O(n),numeric,False
decode,./third_party/cpython/Lib/base64.py,540,O(n^2),numeric,False
decode,./third_party/cpython/Lib/_pyio.py,1943,O(n),numeric,False
decode,./third_party/cpython/Lib/codecs.py,322,Unknown,numeric,False
decode,./third_party/cpython/Lib/xmlrpc/client.py,344,Unknown,numeric,False
decode,./third_party/cpython/Lib/encodings/charmap.py,55,Unknown,numeric,False
decode,./third_party/cpython/Lib/encodings/rot_13.py,17,O(n),numeric,False
decode,./third_party/cpython/Lib/encodings/rot_13.py,25,O(n),numeric,False
decode,./third_party/cpython/Lib/encodings/utf_8_sig.py,18,Unknown,numeric,False
decode,./third_party/cpython/Lib/encodings/utf_8_sig.py,105,O(n),numeric,False
decode,./third_party/cpython/Lib/encodings/idna.py,231,Unknown,numeric,False
decode,./third_party/cpython/Lib/urllib/parse.py,148,Unknown,numeric,False
decode,./third_party/cpython/Lib/email/_encoded_words.py,152,O(n),numeric,False
decode,./third_party/cpython/Lib/email/base64mime.py,98,Unknown,numeric,False
decode,./third_party/cpython/Lib/email/quoprimime.py,232,Unknown,numeric,False
decode_b,./third_party/cpython/Lib/email/_encoded_words.py,100,Unknown,numeric,False
decode_header,./third_party/cpython/Lib/email/header.py,59,O(n),numeric,False
decode_params,./third_party/cpython/Lib/email/utils.py,395,O(n log n),numeric,True
decode_q,./third_party/cpython/Lib/email/_encoded_words.py,67,O(n),numeric,False
decode_request_content,./third_party/cpython/Lib/xmlrpc/server.py,537,O(n),numeric,True
decode_rfc2231,./third_party/cpython/Lib/email/utils.py,369,Unknown,numeric,False
decode_source,./third_party/cpython/Lib/importlib/_bootstrap_external.py,546,Unknown,numeric,False
decodestring,./third_party/cpython/Lib/quopri.py,153,Unknown,numeric,False
decolor,./third_party/cpython/Lib/_colorize.py,267,Unknown,numeric,False
decolor,./third_party/cpython/Misc/mypy/_colorize.py,267,O(n),numeric,False
decompress,./third_party/cpython/Lib/bz2.py,332,O(n),numeric,False
decompress,./third_party/cpython/Lib/gzip.py,641,O(n),numeric,False
decompress,./third_party/cpython/Lib/lzma.py,339,Unknown,numeric,False
decorating_function,./third_party/cpython/Lib/reprlib.py,12,O(n),numeric,False
decorator,./third_party/cpython/Tools/wasm/emscripten/__main__.py,69,O(1),llm,False
decorator,./third_party/cpython/Tools/wasm/wasi/__main__.py,62,Unknown,numeric,False
decrease_size,./third_party/cpython/Lib/turtledemo/__main__.py,263,O(n),numeric,False
decref,./third_party/cpython/Lib/multiprocessing/managers.py,444,Unknown,numeric,False
decref_inputs,./third_party/cpython/Tools/cases_generator/generators_common.py,229,Unknown,numeric,False
dedent,./third_party/cpython/Lib/textwrap.py,416,O(n^2),numeric,True
dedent,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,234,Unknown,numeric,False
dedent_region_event,./third_party/cpython/Lib/idlelib/format.py,276,Unknown,numeric,False
deepvalues,./third_party/cpython/Lib/http/cookiejar.py,1228,O(1),numeric,True
default,./third_party/cpython/Lib/pdb.py,926,O(n),numeric,False
default_exception_handler,./third_party/cpython/Lib/asyncio/base_events.py,1819,O(n),numeric,True
default_keys,./third_party/cpython/Lib/idlelib/config.py,405,O(1),numeric,False
default_loader,./third_party/cpython/Lib/xml/etree/ElementInclude.py,87,O(1),numeric,False
defaultfilename,./third_party/cpython/Lib/idlelib/iomenu.py,370,Unknown,numeric,False
defects,./third_party/cpython/Lib/email/headerregistry.py,210,O(n),numeric,False
del_param,./third_party/cpython/Lib/email/message.py,788,O(n),numeric,False
delete,./third_party/cpython/Lib/ftplib.py,600,Unknown,numeric,False
delete,./third_party/cpython/Lib/idlelib/window.py,15,O(n),numeric,False
delete,./third_party/cpython/Lib/idlelib/colorizer.py,187,Unknown,numeric,False
deleteData,./third_party/cpython/Lib/xml/dom/minidom.py,1084,Unknown,numeric,False
deleteMe,./third_party/cpython/Lib/bdb.py,1009,O(n^2),numeric,True
delete_custom,./third_party/cpython/Lib/idlelib/configdialog.py,1063,O(1),numeric,False
delete_custom_keys,./third_party/cpython/Lib/idlelib/configdialog.py,1510,O(n log n),numeric,True
delete_glob,./third_party/cpython/Android/android.py,52,Unknown,numeric,False
deliver_challenge,./third_party/cpython/Lib/multiprocessing/connection.py,945,Unknown,numeric,False
delocalize,./third_party/cpython/Lib/locale.py,306,Unknown,numeric,False
deltree,./third_party/cpython/PCbuild/rmpyc.py,4,Unknown,numeric,False
demo,./third_party/cpython/Lib/filecmp.py,307,Unknown,numeric,False
demo1,./third_party/cpython/Lib/turtle.py,4114,O(1),numeric,False
demo2,./third_party/cpython/Lib/turtle.py,4167,O(1),numeric,False
demo_app,./third_party/cpython/Lib/wsgiref/simple_server.py,134,O(n^2),numeric,True
deprecate_keyword_use,./third_party/cpython/Tools/clinic/libclinic/clanguage.py,159,Unknown,numeric,False
deprecate_positional_use,./third_party/cpython/Tools/clinic/libclinic/clanguage.py,108,O(n),numeric,False
deque_append_pop,./third_party/cpython/Tools/scripts/var_access_benchmark.py,216,Unknown,numeric,False
deque_append_popleft,./third_party/cpython/Tools/scripts/var_access_benchmark.py,225,Unknown,numeric,False
destroy,./third_party/cpython/Lib/idlelib/tree.py,98,O(n^2),numeric,False
destroy_segment,./third_party/cpython/Lib/multiprocessing/managers.py,1306,O(n),numeric,False
detach,./third_party/cpython/Lib/weakref.py,492,O(n),numeric,False
detach,./third_party/cpython/Lib/idlelib/configdialog.py,2270,O(n),numeric,False
detect_encoding,./third_party/cpython/Lib/tokenize.py,358,O(n^3),numeric,True
detect_extension_modules,./third_party/cpython/Tools/wasm/emscripten/web_example/wasm_assets.py,137,Unknown,numeric,False
determine_num_threads_and_affinity,./third_party/cpython/Tools/ftscalingbench/ftscalingbench.py,232,O(1),llm,False
determine_parent,./third_party/cpython/Lib/modulefinder.py,178,O(n),numeric,False
dfs,./third_party/cpython/Lib/asyncio/tools.py,96,Unknown,numeric,False
dfs,./third_party/cpython/Tools/peg_generator/pegen/sccutils.py,28,Unknown,numeric,False
dict_keys_list,./third_party/cpython/Lib/idlelib/debugger_r.py,166,Unknown,numeric,False
diff_bytes,./third_party/cpython/Lib/difflib.py,1280,O(n log n),numeric,False
difference,./third_party/cpython/Lib/_weakrefset.py,78,O(n),numeric,False
digest,./third_party/cpython/Lib/hmac.py,183,Unknown,numeric,False
dir,./third_party/cpython/Lib/ftplib.py,550,O(n log n),numeric,True
directive_class,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,315,O(n),numeric,False
directive_dump,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,405,Unknown,numeric,False
directive_module,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,302,Unknown,numeric,False
directive_output,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,359,O(n^2),numeric,True
directive_printout,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,408,Unknown,numeric,False
directive_set,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,333,Unknown,numeric,False
dirname,./third_party/cpython/Lib/posixpath.py,176,O(n),numeric,False
dirname,./third_party/cpython/Lib/ntpath.py,261,Unknown,numeric,False
dirs_select_event,./third_party/cpython/Lib/tkinter/filedialog.py,154,O(n),numeric,False
dis,./third_party/cpython/Lib/dis.py,85,Unknown,numeric,False
dis,./third_party/cpython/Lib/dis.py,1091,Unknown,numeric,False
dis,./third_party/cpython/Lib/pickletools.py,2395,O(n),numeric,False
dis,./third_party/cpython/Lib/re/_compiler.py,608,Unknown,numeric,False
dis_,./third_party/cpython/Lib/re/_compiler.py,615,Unknown,numeric,False
disassemble,./third_party/cpython/Lib/dis.py,810,Unknown,numeric,False
discard,./third_party/cpython/Lib/mailbox.py,53,Unknown,numeric,False
discard,./third_party/cpython/Lib/mailbox.py,338,Unknown,numeric,False
disp_str,./third_party/cpython/Lib/_pyrepl/utils.py,264,O(n log n),numeric,False
dispatch,./third_party/cpython/Lib/idlelib/redirector.py,97,Unknown,numeric,False
display_awaited_by_tasks_tree,./third_party/cpython/Lib/asyncio/tools.py,211,O(1),numeric,False
display_extra_help,./third_party/cpython/Lib/idlelib/editor.py,980,Unknown,numeric,False
display_file_text,./third_party/cpython/Lib/idlelib/help_about.py,189,O(n),numeric,False
display_name,./third_party/cpython/Lib/email/_header_value_parser.py,572,O(n),numeric,False
display_printer_text,./third_party/cpython/Lib/idlelib/help_about.py,176,O(n log n),numeric,True
displayhook,./third_party/cpython/Lib/idlelib/rpc.py,614,O(n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/historical_reader.py,87,O(n^2),numeric,False
do,./third_party/cpython/Lib/_pyrepl/historical_reader.py,112,Unknown,numeric,False
do,./third_party/cpython/Lib/_pyrepl/historical_reader.py,170,O(n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/historical_reader.py,181,Unknown,numeric,False
do,./third_party/cpython/Lib/_pyrepl/completing_reader.py,167,O(n log n),numeric,True
do,./third_party/cpython/Lib/_pyrepl/completing_reader.py,207,O(n^2),numeric,True
do,./third_party/cpython/Lib/_pyrepl/readline.py,274,O(log n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/readline.py,321,O(log n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/commands.py,150,O(n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/commands.py,190,O(n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/commands.py,199,O(n log n),numeric,True
do,./third_party/cpython/Lib/_pyrepl/commands.py,250,O(n^2),numeric,True
do,./third_party/cpython/Lib/_pyrepl/commands.py,280,O(n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/commands.py,369,Unknown,numeric,False
do,./third_party/cpython/Lib/_pyrepl/commands.py,376,O(1),numeric,False
do,./third_party/cpython/Lib/_pyrepl/commands.py,382,O(n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/commands.py,446,O(n),numeric,False
do,./third_party/cpython/Lib/_pyrepl/commands.py,459,O(n log n),numeric,True
do,./third_party/cpython/Lib/_pyrepl/commands.py,482,Unknown,numeric,False
do,./third_party/cpython/Lib/idlelib/undo.py,213,O(n),numeric,False
do,./third_party/cpython/Lib/idlelib/undo.py,270,O(n),numeric,False
doRollover,./third_party/cpython/Lib/logging/handlers.py,166,O(n),numeric,False
doRollover,./third_party/cpython/Lib/logging/handlers.py,420,O(n),numeric,False
do_GET,./third_party/cpython/Lib/pydoc.py,2383,Unknown,numeric,False
do_GET,./third_party/cpython/Lib/xmlrpc/server.py,914,Unknown,numeric,False
do_POST,./third_party/cpython/Lib/xmlrpc/server.py,466,O(n),numeric,False
do_alias,./third_party/cpython/Lib/pdb.py,2305,O(n),numeric,False
do_break,./third_party/cpython/Lib/pdb.py,1308,O(n),numeric,False
do_clear,./third_party/cpython/Lib/pdb.py,1619,Unknown,numeric,False
do_condition,./third_party/cpython/Lib/pdb.py,1531,Unknown,numeric,False
do_debug,./third_party/cpython/Lib/pdb.py,1938,O(n),numeric,False
do_disable,./third_party/cpython/Lib/pdb.py,1507,O(n),numeric,False
do_display,./third_party/cpython/Lib/pdb.py,2249,O(n),numeric,False
do_down,./third_party/cpython/Lib/pdb.py,1768,O(n),numeric,False
do_enable,./third_party/cpython/Lib/pdb.py,1486,O(n),numeric,False
do_exceptions,./third_party/cpython/Lib/pdb.py,1700,O(n),numeric,False
do_help,./third_party/cpython/Lib/cmd.py,302,O(log n),numeric,False
do_ignore,./third_party/cpython/Lib/pdb.py,1565,O(n),numeric,False
do_interact,./third_party/cpython/Lib/pdb.py,2971,O(n),numeric,False
do_list,./third_party/cpython/Lib/pdb.py,2095,Unknown,numeric,False
do_longs,./third_party/cpython/Lib/getopt.py,155,Unknown,numeric,False
do_open,./third_party/cpython/Lib/urllib/request.py,1280,Unknown,numeric,False
do_quit,./third_party/cpython/Lib/pdb.py,1964,Unknown,numeric,False
do_read,./third_party/cpython/Lib/pstats.py,693,Unknown,numeric,False
do_replace,./third_party/cpython/Lib/idlelib/replace.py,198,O(n),numeric,False
do_request_,./third_party/cpython/Lib/urllib/request.py,1242,O(n log n),numeric,True
do_rstrip,./third_party/cpython/Lib/idlelib/format.py,396,O(n^2),numeric,True
do_run,./third_party/cpython/Lib/pdb.py,1841,Unknown,numeric,False
do_shorts,./third_party/cpython/Lib/getopt.py,204,O(n^2),numeric,False
do_sort,./third_party/cpython/Lib/pstats.py,723,O(n),numeric,False
do_unalias,./third_party/cpython/Lib/pdb.py,2355,Unknown,numeric,False
do_undisplay,./third_party/cpython/Lib/pdb.py,2274,O(n),numeric,False
do_up,./third_party/cpython/Lib/pdb.py,1747,O(1),numeric,False
doc,./third_party/cpython/Lib/pydoc.py,1773,Unknown,numeric,False
docclass,./third_party/cpython/Lib/pydoc.py,944,O(n^2),numeric,False
docclass,./third_party/cpython/Lib/pydoc.py,1401,Unknown,numeric,False
docdata,./third_party/cpython/Lib/pydoc.py,1189,O(n),numeric,True
docdata,./third_party/cpython/Lib/pydoc.py,1629,O(n),numeric,False
docmodule,./third_party/cpython/Lib/pydoc.py,827,O(n),numeric,False
docmodule,./third_party/cpython/Lib/pydoc.py,1300,O(n),numeric,False
docother,./third_party/cpython/Lib/pydoc.py,1645,O(n),numeric,False
docroutine,./third_party/cpython/Lib/pydoc.py,1105,Unknown,numeric,False
docroutine,./third_party/cpython/Lib/pydoc.py,1555,O(n),numeric,False
docroutine,./third_party/cpython/Lib/xmlrpc/server.py,748,O(n^2),numeric,True
docserver,./third_party/cpython/Lib/xmlrpc/server.py,777,Unknown,numeric,False
docstring_append,./third_party/cpython/Tools/clinic/libclinic/dsl_parser.py,1298,Unknown,numeric,False
docstring_for_c_string,./third_party/cpython/Tools/clinic/libclinic/formatting.py,13,O(n),numeric,False
domain,./third_party/cpython/Lib/email/_header_value_parser.py,509,O(n),numeric,False
domain,./third_party/cpython/Lib/email/_header_value_parser.py,656,O(n),numeric,False
domain_match,./third_party/cpython/Lib/http/cookiejar.py,551,O(log n),numeric,False
domain_return_ok,./third_party/cpython/Lib/http/cookiejar.py,1189,Unknown,numeric,False
done,./third_party/cpython/Lib/graphlib.py,155,Unknown,numeric,False
dot,./third_party/cpython/Lib/turtle.py,3463,O(n log n),numeric,True
double_click_event,./third_party/cpython/Lib/idlelib/scrolledlist.py,63,O(n),numeric,False
down_event,./third_party/cpython/Lib/idlelib/scrolledlist.py,99,O(n),numeric,False
downloadURL,./third_party/cpython/Mac/BuildScript/build-installer.py,776,O(1),numeric,False
drag_update_selection_and_insert_mark,./third_party/cpython/Lib/idlelib/sidebar.py,190,Unknown,numeric,False
drawtext,./third_party/cpython/Lib/idlelib/tree.py,256,Unknown,numeric,False
drop,./third_party/cpython/Tools/cases_generator/stack.py,227,Unknown,numeric,False
dst,./third_party/cpython/Doc/includes/tzinfo_examples.py,130,Unknown,numeric,False
dump,./third_party/cpython/Programs/freeze_test_frozenmain.py,21,O(n),numeric,False
dump,./third_party/cpython/Lib/ast.py,109,Unknown,numeric,False
dump,./third_party/cpython/Lib/tracemalloc.py,426,O(1),numeric,False
dump,./third_party/cpython/Lib/multiprocessing/reduction.py,58,O(n),numeric,False
dump,./third_party/cpython/Lib/re/_parser.py,120,O(n^2),numeric,True
dump,./third_party/cpython/Tools/cases_generator/analyzer.py,41,O(n^2),numeric,True
dump,./third_party/cpython/Tools/cases_generator/analyzer.py,190,O(n),numeric,False
dump,./third_party/cpython/Tools/cases_generator/analyzer.py,269,O(n),numeric,False
dump,./third_party/cpython/Tools/cases_generator/analyzer.py,296,O(n^2),numeric,True
dump,./third_party/cpython/Tools/cases_generator/analyzer.py,310,O(n^3),numeric,True
dump,./third_party/cpython/Tools/unicode/makeunicodedata.py,1084,Unknown,numeric,False
dump,./third_party/cpython/Tools/clinic/libclinic/codegen.py,209,O(n^2),numeric,True
dump,./third_party/cpython/Tools/clinic/libclinic/codegen.py,262,Unknown,numeric,False
dump,./third_party/cpython/Tools/tz/zdump.py,44,Unknown,numeric,False
dump,./third_party/cpython/Tools/jit/_writer.py,77,Unknown,numeric,False
dumpCfg,./third_party/cpython/Lib/idlelib/config.py,893,Unknown,numeric,False
dump_analysis,./third_party/cpython/Tools/cases_generator/analyzer.py,1185,Unknown,numeric,False
dump_array,./third_party/cpython/Lib/xmlrpc/client.py,555,Unknown,numeric,False
dump_bytes,./third_party/cpython/Lib/xmlrpc/client.py,547,Unknown,numeric,False
dump_event,./third_party/cpython/Lib/idlelib/undo.py,40,O(1),numeric,False
dump_instance,./third_party/cpython/Lib/xmlrpc/client.py,593,Unknown,numeric,False
dump_long,./third_party/cpython/Lib/xmlrpc/client.py,524,Unknown,numeric,False
dump_stats,./third_party/cpython/Lib/cProfile.py,47,O(n),numeric,False
